Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.
Agilent Technologies,A,32815.16,NYSE,10,Medical,Medical - Products,115.52,5.29,5.58,6.08
Alcoa,AA,7339.88,NYSE,12,Industrial Products,Metal Products - Distribution,28.35,1.35,3.57,2.69
AAC Technologies,AACAY,5920.73,OTC,12,Computer and Technology,Electronics - Miscellaneous Components,5.0394,0.21,0.28,0.33
ATA,AACG,26.17,NSDQ,12,Consumer Discretionary,Schools,0.82,-0.15,,
Ares Acquisition Corporation II,AACT,699.02,NYSE,12,Unclassified,Unclassified,11.3,0.42,,
AIA,AAGIY,92156.76,OTC,12,Finance,Insurance - Life Insurance,34.68,2.48,2.68,3
American Airlines,AAL,6977.64,NSDQ,12,Transportation,Transportation - Airline,10.58,1.96,0.81,1.98
AA Mission Acquisition Corp.,AAM,457.77,NYSE,12,Unclassified,Unclassified,10.41,,,
Altisource Asset Management,AAMCF,1.28,OTC,12,Finance,Financial - Investment Management,0.5,-11.12,,
Atlantic American,AAME,38.14,NSDQ,12,Finance,Insurance - Accident and Health,1.87,-0.27,,
Acadian Asset Management Inc.,AAMI,1125.4,NYSE,12,Finance,Financial - Miscellaneous Services,31.44,2.76,2.86,3.16
Applied Optoelectronics,AAOI,1098.11,NSDQ,12,Computer and Technology,Electronics - Semiconductors,19.77,-0.79,-0.05,0.9
AAON,AAON,5840.46,NSDQ,12,Construction,Building Products - Air Conditioner and Heating,71.78,2.02,2.1,2.78
Advance Auto Parts,AAP,2909.39,NYSE,12,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,48.55,-0.29,1.89,3.22
Ascentage Pharma Group International - Unsponsored ADR,AAPG,3125.84,NSDQ,12,Medical,Medical - Biomedical and Genetics,35.88,-0.72,-1.42,0.53
Apple,AAPL,2936084.75,NSDQ,9,Computer and Technology,Computer - Micro Computers,196.58,6.75,7.11,7.67
"Aardvark Therapeutics, Inc.",AARD,262.09,NSDQ,12,Medical,Medical - Biomedical and Genetics,12.08,-5.15,-2.32,-2.59
Agassi Sports Entertainment Corp.,AASP,51.37,OTCBB,12,Unclassified,Unclassified,5.25,-0.12,,
American Assets Trust,AAT,1242.87,NYSE,12,Finance,REIT and Equity Trust - Retail,20.33,2.58,1.94,2.03
Autoscope Technologies,AATC,40.1,OTC,12,Business Services,Technology Services,7.31,0.82,,
Almaden Minerals,AAUAF,22.41,OTC,12,Basic Materials,Mining - Gold,0.1633,-0.01,,
Allied Gold Corporation,AAUC,1592.23,NYSE,12,Basic Materials,Mining - Gold,13.8,,,
Advantage Oil & Gas,AAVVF,1537.49,OTC,12,Oils-Energy,Alternative Energy - Other,9.2,0.1,0.32,0.8
"Ascend Wellness Holdings, Inc.",AAWH,59.29,OTC,12,Medical,Medical Services,0.29,-0.4,-0.27,-0.2
AllianceBernstein,AB,4414.7,NYSE,12,Finance,Financial - Investment Management,39.88,3.25,3.18,3.44
American Battery Technology Company,ABAT,123.13,NSDQ,6,Computer and Technology,Electronics - Miscellaneous Products,1.34,-0.83,,
ABB,ABBNY,107547.26,OTC,12,Industrial Products,Manufacturing - Electronics,57.802,2.13,2.42,2.67
AbbVie,ABBV,327650.13,NYSE,12,Medical,Large Cap Pharmaceuticals,185.49,10.12,12.28,14.06
Ameris Bancorp,ABCB,4180.14,NYSE,12,Finance,Banks - Southeast,60.66,5.02,5.35,5.8
ABCELLERA BIOLG,ABCL,1035.53,NSDQ,12,Medical,Medical - Biomedical and Genetics,3.47,-0.55,-0.68,-0.64
AmBase,ABCP,24.63,OTCBB,12,Finance,Financial - Investment Management,0.29,-0.09,,
Abeona Therapeutics,ABEO,306.94,NSDQ,12,Medical,Medical - Biomedical and Genetics,6,-1.53,-0.42,0.14
Ambev,ABEV,37975.96,NYSE,12,Consumer Staples,Beverages - Alcohol,2.41,0.18,0.17,0.19
Asbury Automotive Group,ABG,4635.43,NYSE,12,Retail-Wholesale,Automotive - Retail and Whole Sales,235.79,27.24,26.8,26.17
"Abacus Life, Inc.",ABL,550.13,NSDQ,12,Finance,Insurance - Life Insurance,5.68,0.66,0.76,0.96
American Biltrite,ABLT,2.27,OTC,12,Construction,Building Products - Miscellaneous,70.25,-81.71,,
Able View Global Inc.,ABLV,52.85,NSDQ,12,Business Services,Business - Services,1.07,-0.17,,
ABM Industries,ABM,2739.98,NYSE,10,Business Services,Business - Services,44.01,3.57,3.74,4.11
Airbnb,ABNB,82792.97,NSDQ,12,Consumer Discretionary,Leisure and Recreation Services,132.17,4.11,4.18,4.75
Acumen Pharmaceuticals,ABOS,73.9,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.22,-1.71,-2.21,-1.54
Abpro Holdings Inc.,ABP,12.7,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.209,-0.74,,
Arbor Realty Trust,ABR,1965.8,NYSE,12,Finance,REIT and Equity Trust,10.23,1.74,1.17,1.32
ABSCI CORP,ABSI,350.79,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.75,-0.94,-0.68,-0.33
Abbott Laboratories,ABT,230371.75,NYSE,12,Medical,Medical - Products,132.41,4.67,5.16,5.67
ABITS GROUP,ABTS,9.04,NSDQ,12,Business Services,Advertising and Marketing,3.81,-0.39,,
Arbutus Biopharma,ABUS,664.6,NSDQ,12,Medical,Medical - Biomedical and Genetics,3.47,-0.38,-0.23,-0.18
ABVC BIOPHARMA,ABVC,32.94,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.94,-0.42,,
Above Food Ingredients Inc.,ABVE,35.59,NSDQ,12,Consumer Staples,Food - Miscellaneous,1.28,,,
Abivax SA Sponsored ADR,ABVX,383.79,NSDQ,12,Medical,Medical - Biomedical and Genetics,6.05,-3.03,-3.25,-2.84
Associated Capital Group,AC,785.05,NYSE,12,Finance,Financial - Investment Management,37.14,2.08,,
Arcosa,ACA,4247,NYSE,12,Construction,Building Products - Miscellaneous,87,3.02,3.83,4.82
ACADIA Pharmaceuticals,ACAD,3840.96,NSDQ,12,Medical,Medical - Biomedical and Genetics,22.95,0.67,0.5,0.84
Aurora Cannabis,ACB,263.08,NSDQ,3,Medical,Medical - Products,4.68,-0.32,0.44,0.17
Acco Brands,ACCO,305.44,NYSE,12,Industrial Products,Office Supplies,3.39,1.02,0.94,1.08
ACCESS Newswire Inc.,ACCS,44.63,AMEX,12,Consumer Discretionary,Media Conglomerates,11.6,0.21,0.55,
ProFrac Holding Corp.,ACDC,1540.92,NSDQ,12,Oils-Energy,Oil and Gas - Field Services,9.62,-1.38,-0.78,-0.49
Air Canada,ACDVF,4408.45,OTC,12,Transportation,Transportation - Airline,13.66,2.59,1.49,1.87
Accel Entertainment,ACEL,953.91,NYSE,12,Consumer Discretionary,Gaming,11.27,0.91,0.85,0.7
Adicet Bio,ACET,55.33,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.669,-1.33,-1.22,-0.95
Acorn Energy,ACFN,44.25,OTC,12,Computer and Technology,Electronics - Miscellaneous Products,17.75,0.74,,
Agri Bank China,ACGBY,246948.02,OTC,12,Finance,Banks - Foreign,17.64,2.6,,
Arch Capital Group,ACGL,33840.34,NSDQ,12,Finance,Insurance - Property and Casualty,90.3,9.28,7.91,9.5
Acadia Healthcare,ACHC,1982.47,NSDQ,12,Medical,Medical - Hospital,21.52,3.3,2.67,3.12
Arch Biopartners Inc.,ACHFF,83.7,OTC,9,Medical,Medical - Drugs,1.27,-0.05,,
Archer Aviation,ACHR,5599.91,NYSE,12,Aerospace,Aerospace - Defense,10.2,-1.13,-0.76,-0.76
Achieve Life Sciences,ACHV,108.91,NSDQ,12,Medical,Medical - Drugs,3.14,-1.24,-1.23,-1.1
Albertsons Companies,ACI,12142.57,NYSE,2,Consumer Staples,Consumer Products - Staples,21.09,2.34,2.11,2.23
American Coastal Insurance Corporation,ACIC,488.85,NSDQ,12,Finance,Insurance - Property and Casualty,10.11,1.56,1.35,1.45
AC Immune,ACIU,198.81,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.98,-0.58,-0.83,-0.69
ACI Worldwide,ACIW,4697.41,NSDQ,12,Computer and Technology,Computer - Software,44.78,2.64,2.83,3.21
Accelleron Industries AG - Unsponsored ADR,ACLLY,6327.72,OTC,12,Industrial Products,Manufacturing - General Industrial ,66.96,,,
Axcelis Technologies,ACLS,2149.15,NSDQ,12,Computer and Technology,Electronics - Manufacturing Machinery,66.89,6.15,3.29,3.95
Arcellx,ACLX,3516.91,NSDQ,12,Medical,Medical - Biomedical and Genetics,63.82,-2,-3.8,-3.02
AECOM,ACM,14605.99,NYSE,9,Construction,Engineering - R and D Services,110.4,4.52,5.15,5.72
ACM Research,ACMR,1482.25,NSDQ,12,Computer and Technology,Semiconductor Equipment - Material Services,25.19,2.26,2,2.2
Acmat,ACMT,25.45,OTCBB,12,Finance,Insurance - Multi line,33,-0.19,,
Acmat,ACMTA,26.99,OTC,12,Finance,Insurance - Multi line,35,,,
Accenture,ACN,191894.73,NYSE,8,Computer and Technology,Computers - IT Services,306.38,11.95,12.72,13.46
ACNB,ACNB,430.57,NSDQ,12,Finance,Banks - Southwest,41.11,3.73,4.43,4.57
Ascent Industries Co.,ACNT,123.12,NSDQ,12,Industrial Products,Manufacturing - General Industrial ,12.3,-0.5,,
Alpha Cognition Inc.,ACOG,143.14,NSDQ,12,Medical,Medical - Biomedical and Genetics,8.935,-2.02,-1.42,-1.2
Aclarion,ACON,4.27,NSDQ,12,Medical,Medical Services,7.33,-7480,-14.1,-12.13
ACRES Commercial Realty,ACR,131.91,NYSE,12,Finance,REIT and Equity Trust,17.84,1.38,,
Ares Commercial Real Estate,ACRE,265.68,NYSE,12,Finance,REIT and Equity Trust,4.83,-0.82,0.05,0.16
"American Clean Resources Group, Inc.",ACRG,28.85,OTC,12,Basic Materials,Mining - Miscellaneous,2,-0.23,,
Aclaris Therapeutics,ACRS,153.76,NSDQ,12,Medical,Medical - Drugs,1.42,-0.8,-0.55,-0.61
"Acrivon Therapeutics, Inc.",ACRV,38.88,NSDQ,12,Medical,Medical - Drugs,1.24,-2.38,-2.19,-2.28
Enact Holdings,ACT,5382.88,NSDQ,12,Finance,Insurance - Multi line,35.87,4.56,4.43,4.62
Acacia Research,ACTG,351.99,NSDQ,12,Business Services,Business - Services,3.66,0.14,,
"Actuate Therapeutics, Inc.",ACTU,146.95,NSDQ,12,Medical,Medical - Biomedical and Genetics,7.49,-3.26,-0.79,-0.98
Acme United,ACU,145.94,AMEX,12,Consumer Discretionary,Consumer Products - Discretionary,38.5,2.45,,
ACV Auctions,ACVA,2658.35,NYSE,12,Retail-Wholesale,Internet - Commerce,15.54,0.07,0.25,0.53
,ACWI,21502.17,NSDQ,12,Finance,Financial - Investment Funds,124.29,,,
Acurx Pharmaceuticals,ACXP,16.91,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.72,-0.87,-0.45,-0.39
Adagene,ADAG,91.86,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.95,-0.51,-0.7,-0.78
Adaptimmune Therapeutics,ADAP,67.85,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.256,-0.25,-0.48,-0.15
Adobe,ADBE,161120.66,NSDQ,11,Computer and Technology,Computer - Software,378.04,18.42,20.6,23.25
Agree Realty,ADC,8285.5,NYSE,12,Finance,REIT and Equity Trust - Retail,75.31,4.14,4.23,4.46
,ADCOF,11.87,OTC,12,Business Services,Advertising and Marketing,0.1958,-0.01,,
ADC Therapeutics,ADCT,300.51,NYSE,12,Medical,Medical - Biomedical and Genetics,3.03,-1.62,-1.61,-1.44
Adidas,ADDYY,40402.09,OTC,12,Consumer Discretionary,Shoes and Retail Apparel ,113.14,2.3,4.28,6.24
ADEIA INC,ADEA,1417.01,NSDQ,12,Business Services,Technology Services,13.06,1.26,1.35,
"Adagio Medical Holdings, Inc.",ADGM,16.61,NSDQ,12,Medical,Medical - Instruments,1.08,,,
Analog Devices,ADI,113963.4,NSDQ,10,Computer and Technology,Semiconductor - Analog and Mixed,229.65,6.38,7.39,8.8
Adial Pharmaceuticals,ADIL,2.49,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.239,-1.8,-1.06,
Archer Daniels Midland,ADM,25939.5,NYSE,12,Consumer Staples,Agriculture - Operations,53.99,4.74,4.05,4.62
ADMA Biologics,ADMA,4328.25,NSDQ,12,Medical,Medical - Biomedical and Genetics,18.13,0.49,0.67,0.99
ADM Tronics Unlimited,ADMT,3.31,OTCBB,3,Medical,Medical - Instruments,0.0489,-0.01,,
Advent Technologies Holdings,ADN,5.87,NSDQ,12,Industrial Products,Manufacturing - Electronics,2.2,-11.48,,
Adient,ADNT,1587.07,NYSE,9,Auto-Tires-Trucks,Automotive - Original Equipment,18.89,1.84,1.84,2.24
Adocia,ADOCY,213.43,OTC,12,Medical,Medical - Biomedical and Genetics,11.8,-2.06,,
Automatic Data Processing,ADP,124524.92,NSDQ,6,Computer and Technology,Internet - Software,306.77,9.18,9.97,10.92
Adaptive Biotechnologies,ADPT,1590.57,NSDQ,12,Medical,Medical - Biomedical and Genetics,10.47,-1.08,-0.87,-0.65
Ahold,ADRNY,37292.49,OTC,12,Consumer Staples,Consumer Products - Staples,40.82,2.75,2.96,3.22
Andritz,ADRZY,7488,OTC,12,Industrial Products,Industrial Services,14.4,1.09,1.18,1.38
ADS-TEC Energy,ADSE,657.56,NSDQ,12,Business Services,Technology Services,12.205,-2.07,-0.32,-0.55
Autodesk,ADSK,63170.66,NSDQ,1,Computer and Technology,Internet - Software,295.19,8.47,9.63,11.03
ADT,ADT,6809.19,NYSE,12,Industrial Products,Security and Safety Services,8.14,0.75,0.82,0.89
"ADTRAN Holdings, Inc.",ADTN,635.02,NSDQ,12,Business Services,Technology Services,7.94,-0.36,0.21,
"Aditxt, Inc.",ADTX,3.01,NSDQ,12,Medical,Medical - Drugs,1.42,-1081500,,
Addus HomeCare,ADUS,2118.84,NSDQ,12,Medical,Medical - Outpatient and Home Healthcare,115.16,5.26,6.07,6.57
Advantage Solutions,ADV,512.41,NSDQ,12,Consumer Discretionary,Consumer Products - Discretionary,1.58,0.14,0.39,0.47
Advanced Biomed Inc.,ADVB,16.77,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.7751,,,
Adverum Biotechnologies,ADVM,47.84,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.29,-6.62,-6.14,-3.91
,ADX,2440.8,NYSE,12,Finance,Financial - Investment Funds,20.76,,,
Addex Therapeutics,ADXN,8.98,NSDQ,12,Medical,Medical - Drugs,8.478,-6.82,,
"Ayala Pharmaceuticals, Inc.",ADXS,5.13,OTC,12,Medical,Medical - Drugs,0.1203,-7.99,,
Adyen,ADYEY,57602.82,OTC,12,Computer and Technology,Internet - Software,18.29,0.32,0.39,0.48
AltEnergy Acquisition Corp.,AEAE,72.81,OTC,12,Unclassified,Unclassified,11.6199,,,
Ameren,AEE,25519.76,NYSE,12,Utilities,Utility - Electric Power,94.42,4.63,4.93,5.31
,AEF,232.24,AMEX,12,Finance,Financial - Investment Funds,5.72,,,
Aegon,AEG,14792.1,NYSE,12,Finance,Insurance - Multi line,6.71,0.4,0.98,1.07
Antelope Enterprise Holdings L,AEHL,2.62,NSDQ,12,Conglomerates,Diversified Operations,2.53,-31.81,,
Aehr Test Systems,AEHR,342.67,NSDQ,5,Computer and Technology,Electronics - Measuring Instruments,11.51,1.21,0.15,
ALSET INC,AEI,10.02,NSDQ,12,Conglomerates,Diversified Operations,0.9333,-0.43,,
Advanced Energy Industries,AEIS,4856.42,NSDQ,12,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,128.97,3.71,5.16,6.19
Agnico Eagle Mines,AEM,61733.77,NYSE,12,Basic Materials,Mining - Gold,122.65,4.23,6.05,6.08
Aethlon Medical,AEMD,3.5,NSDQ,3,Medical,Medical - HMOs,1.74,-38.88,,
Alliance Entertainment Holding Corporation,AENT,155.42,NSDQ,6,Consumer Discretionary,Media Conglomerates,3.05,0.09,,
American Eagle Outfitters,AEO,1659.91,NYSE,1,Retail-Wholesale,Retail - Apparel and Shoes,9.58,1.74,0.83,1.26
"AEON Biopharma, Inc.",AEON,8.71,AMEX,12,Medical,Medical - Biomedical and Genetics,0.77,-34.24,,
American Electric Power,AEP,54060.54,NSDQ,12,Utilities,Utility - Electric Power,101.2,5.62,5.86,6.29
Aercap,AER,21461.39,NYSE,12,Transportation,Transportation - Equipment and Leasing,114.9,12.01,12.45,12.73
Applied Energetics,AERG,434.66,OTC,12,Computer and Technology,Lasers Systems and Components,1.989,-0.04,,
"Aeries Technology, Inc.",AERT,59.19,NSDQ,3,Business Services,Technology Services,1.33,0.91,,
AES,AES,7489.43,NYSE,12,Utilities,Utility - Electric Power,10.52,2.14,2.16,2.24
Atlas Energy Solutions Inc.,AESI,1801.16,NYSE,12,Oils-Energy,Oil and Gas - Integrated - United States,14.57,0.55,0.41,1.11
Arc Resources,AETUF,13155.12,OTC,12,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,22.5,1.37,1.55,1.85
Aeva Technologies,AEVA,1519.18,NSDQ,12,Auto-Tires-Trucks,Automotive - Original Equipment,27.61,-2.17,-1.72,-1.61
Audioeye,AEYE,145.26,NSDQ,12,Computer and Technology,Internet - Software,11.66,0.55,0.7,0.88
Affinity Bancshares,AFBI,116.09,NSDQ,12,Finance,Banks - Southeast,18.38,1.03,,
AFC Gamma,AFCG,103.72,NSDQ,12,Finance,REIT and Equity Trust,4.59,1.68,0.94,1.05
American Financial Group,AFG,10265.28,NYSE,12,Finance,Insurance - Property and Casualty,122.69,10.75,10.4,11.39
"Aimei Health Technology Co., Ltd.",AFJK,68.44,NSDQ,12,Unclassified,Unclassified,11.18,0.28,,
Aflac,AFL,55486.4,NYSE,12,Finance,Insurance - Accident and Health,102.63,7.21,6.74,7.18
Air France-KLM,AFLYY,2511.82,OTC,12,Transportation,Transportation - Airline,0.9559,0.1,0.4,0.5
Affimed,AFMDQ,1.23,OTC,12,Medical,Medical - Biomedical and Genetics,0.0761,-7.67,-1.93,-2.04
FORAFRIC GLOBAL,AFRI,209.12,NSDQ,12,Consumer Staples,Agriculture - Operations,7.78,,,
Affirm,AFRM,19897.97,NSDQ,6,Computer and Technology,Internet - Software,61.68,-1.67,0.01,0.7
Afya,AFYA,1718.88,NSDQ,12,Consumer Discretionary,Schools,18.34,1.65,1.52,1.83
First Majestic Silver,AG,4046.33,NYSE,12,Basic Materials,Mining - Silver,8.35,-0.14,0.12,0.09
Allied Gaming & Entertainment Inc.,AGAE,100.75,NSDQ,12,Consumer Discretionary,Gaming,2.65,-0.1,,
AGCO,AGCO,7646.64,NYSE,12,Industrial Products,Manufacturing - Farm Equipment,102.52,7.5,4.2,6.12
Agenus,AGEN,122.55,NSDQ,12,Medical,Medical - Biomedical and Genetics,4.47,-10.59,1.55,-1.99
Ageas,AGESY,12875.29,OTC,12,Finance,Insurance - Multi line,64.72,6.59,8.05,8.82
Agrify,AGFY,44.54,NSDQ,12,Business Services,Technology Services,22.82,-27.79,,
,AGG,126862.47,NYSE,12,Finance,Financial - Investment Funds,98.13,,,
Aureus Greenway Holdings Inc.,AGH,8.47,NSDQ,12,Consumer Discretionary,Leisure and Recreation Services,0.6101,-0.02,,
Alamos Gold,AGI,11220.64,NYSE,12,Basic Materials,Mining - Gold,26.7,0.8,1.24,1.48
Agios Pharmaceuticals,AGIO,2055.99,NSDQ,12,Medical,Medical - Biomedical and Genetics,35.5,-0.38,-7.1,-6.68
Agilon Health,AGL,902.41,NYSE,12,Medical,Medical Services,2.18,-0.6,-0.28,-0.24
Federal Agricultural Mortgage,AGM,2061.56,NYSE,12,Finance,Financial - Mortgage & Related Services,188.56,15.64,17.3,19.09
AGM Group Holdings,AGMH,1.25,NSDQ,12,Finance,Financial - Miscellaneous Services,2.37,7,,
AGNC Investment,AGNC,9448.68,NSDQ,12,Finance,REIT and Equity Trust,9.26,1.88,1.66,1.6
Assured Guaranty,AGO,4202.2,NYSE,12,Finance,Insurance - Multi line,85.6,7.1,8.15,7.25
Agile Property Holdings,AGPYY,237.16,OTC,12,Finance,Real Estate - Development,2.35,-23.73,,
AgriFORCE Growing Systems,AGRI,3.18,NSDQ,12,Consumer Staples,Agriculture - Operations,1.11,-21.23,,
Adecoagro,AGRO,949.93,NYSE,12,Consumer Staples,Agriculture - Operations,9.5,2.02,0.83,0.95
PlayAGS,AGS,511.19,NYSE,12,Consumer Discretionary,Gaming,12.39,1.2,0.73,0.88
Argan,AGX,2813.01,NYSE,1,Construction,Building Products - Miscellaneous,206.22,6.15,,
Agilysys,AGYS,3039.04,NSDQ,3,Computer and Technology,Computer - Integrated Systems,108.47,1.55,1.65,2.15
Allergy Therapeutics,AGYTF,58.56,OTC,6,Medical,Medical - Drugs,0.085,-0.01,,
,AGZ,610.65,NYSE,12,Finance,Financial - Investment Funds,109.044,,,
AdaptHealth,AHCO,1144.36,NSDQ,12,Medical,Medical - Products,8.48,0.96,1.05,1.31
Adecco,AHEXY,4862.48,OTC,12,Business Services,Outsourcing,14.435,1.38,1.27,1.46
Akso Health Group,AHG,206.93,NSDQ,3,Retail-Wholesale,Internet - Commerce,1.42,-0.07,,
Armada Hoffler Properties,AHH,703.16,NYSE,12,Finance,REIT and Equity Trust - Residential,6.94,1.29,1.05,1.06
COREwafer Industries,AHIX,39.87,OTC,12,Computer and Technology,Electronics - Testing Equipment,0.0218,0,,
Asahi Kasei,AHKSY,9276.62,OTC,3,Basic Materials,Chemical - Diversified ,13.31,1.28,,
Aspen Insurance Holdings Limited,AHL,2908.48,NYSE,12,Finance,Insurance - Multi line,32.02,,,
Athena Gold,AHNR,9.72,OTC,12,Basic Materials,Mining - Gold,0.0499,0,,
"American Healthcare REIT, Inc.",AHR,5700.42,NYSE,12,Finance,REIT and Equity Trust - Other,35.74,1.41,1.63,1.84
Ashford Hospitality Trust,AHT,35.52,NYSE,12,Finance,REIT and Equity Trust - Other,6.06,-4.84,-3.83,-3.6
C3.ai,AI,3206.97,NYSE,4,Computer and Technology,Computers - IT Services,24.16,-0.41,-0.37,-0.16
"Firefly Neuroscience, Inc.",AIFF,38.58,NSDQ,12,Business Services,Technology Services,3,-1.6,,
AIFU Inc. - Sponsored ADR,AIFU,11.52,NSDQ,12,Finance,Insurance - Multi line,3.98,14.8,,
American International Group,AIG,48555.82,NYSE,12,Finance,Insurance - Multi line,84.25,4.95,6.24,7.74
Senmiao Technology,AIHS,3.05,NSDQ,3,Computer and Technology,Internet - Services,0.29,-0.41,,
"American Integrity Insurance Group, Inc.",AII,327.24,NYSE,12,Finance,Insurance - Property and Casualty,16.72,,3.76,2.64
Jianpu Technology,AIJTY,53.08,OTC,12,Business Services,Technology Services,2.85,0.71,,
AIM ImmunoTech,AIM,6.34,AMEX,12,Medical,Medical - Drugs,8.3,-31,-31,-31
Ainos,AIMD,11.31,NSDQ,12,Medical,Medical - Drugs,0.5449,-1.56,,
Albany International,AIN,2033.97,NYSE,12,Industrial Products,Textile - Products,67.35,3.18,3.22,3.83
PowerFleet,AIOT,626.77,NSDQ,3,Transportation,Transportation - Services,4.73,-0.43,0.09,0.21
Arteris,AIP,373.6,NSDQ,12,Computer and Technology,Internet - Software,8.9,-0.43,-0.33,-0.11
Air Liquide,AIQUY,120241.52,OTC,12,Basic Materials,Chemical - Diversified ,41.5725,1.24,1.47,1.64
AAR,AIR,2417.15,NYSE,5,Aerospace,Aerospace - Defense Equipment,66.95,3.33,4.49,
reAlpha Tech Corp.,AIRE,18.73,NSDQ,12,Business Services,Technology Services,0.3655,-0.17,-0.21,
Airgain,AIRG,47.18,NSDQ,12,Computer and Technology,Communication - Components,4,-0.12,-0.1,0.4
Air Industries Group,AIRI,12.99,AMEX,12,Aerospace,Aerospace - Defense,3.45,-0.41,-0.45,-0.21
AirJoule Technologies Corporation,AIRJ,243.59,NSDQ,12,Business Services,Technology Services,4.35,-1.75,-0.01,-0.32
AirSculpt Technologies,AIRS,293.9,NSDQ,12,Business Services,Technology Services,5,0.02,-0.02,0.02
Air T,AIRT,60.57,NSDQ,3,Transportation,Transportation - Air Freight and Cargo,22.22,-2.42,,
Air China,AIRYY,11117.79,OTC,12,Transportation,Transportation - Airline,13.4,-0.04,0.15,0.52
"Airship AI Holdings, Inc.",AISP,149.03,NSDQ,12,Business Services,Technology Services,4.68,-0.24,0.03,0.2
Applied Industrial Technologies,AIT,8613.98,NYSE,6,Industrial Products,Manufacturing - General Industrial ,226.18,9.75,9.93,10.56
AI Transportation Acquisition Corp.,AITR,86.21,NSDQ,12,Unclassified,Unclassified,11,,,
Apartment Investment and Management,AIV,1207.43,NYSE,12,Finance,REIT and Equity Trust - Residential,8.52,-0.75,1.55,
XIAO-I Corporation Unsponsored ADR,AIXI,28.78,NSDQ,12,Business Services,Technology Services,2.31,-1.68,,
Assurant,AIZ,9937.56,NYSE,12,Finance,Insurance - Multi line,195.36,16.64,16.36,19.4
Arthur J. Gallagher & Co.,AJG,81217,NYSE,12,Finance,Insurance - Brokerage,317.13,10.09,11.04,13.53
Ajinomoto,AJINY,25415.5,OTC,3,Consumer Staples,Food - Miscellaneous,25.5,0.46,,
Ashmore Group,AJMPF,1553.78,OTC,6,Finance,Financial - Investment Management,2.18,0.13,,
a.k.a. Brands Holding Corp.,AKA,115.83,NYSE,12,Retail-Wholesale,Retail - Apparel and Shoes,10.81,-2.32,-2.13,-0.45
Akamai Technologies,AKAM,11506.44,NSDQ,12,Computer and Technology,Internet - Services,78.7,6.48,6.27,6.62
Akanda Corp.,AKAN,1.85,NSDQ,12,Medical,Medical - Products,1.3,-3.14,,
Akebia Therapeutics,AKBA,934.98,NSDQ,12,Medical,Medical - Drugs,3.56,-0.33,-0.05,0.05
Embotelladora Andina,AKO.A,3102.39,NYSE,12,Consumer Staples,Beverages - Soft drinks,19.665,1.43,,
Embotelladora Andina,AKO.B,3948.78,NYSE,12,Consumer Staples,Beverages - Soft drinks,25.03,1.43,1.78,1.82
Acadia Realty Trust,AKR,2523.62,NYSE,12,Finance,REIT and Equity Trust - Retail,19.27,1.28,1.36,1.4
Akero Therapeutics,AKRO,4376.5,NSDQ,12,Medical,Medical - Biomedical and Genetics,54.9,-3.75,-3.96,-4.27
Akari Therapeutics,AKTX,37,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.15,0,,
Akoya Biosciences,AKYA,64.94,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.3,-0.96,-0.83,-0.65
AkzoNobel,AKZOY,11201.01,OTC,12,Basic Materials,Chemical - Diversified ,21.84,1.4,1.68,1.83
Air Lease,AL,6303.21,NYSE,12,Transportation,Transportation - Equipment and Leasing,56.4,5.13,5.62,7.52
"Astera Labs, Inc.",ALAB,16414.17,NSDQ,12,Computer and Technology,Internet - Software,99.53,0.84,1.35,1.72
ALARUM TEC LTD,ALAR,80.47,NSDQ,12,Business Services,Technology Services,11.47,1.26,,
Albemarle,ALB,6989.06,NYSE,12,Basic Materials,Chemical - Diversified ,59.4,-2.34,-1.67,1
Avalon GloboCare,ALBT,5.55,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.93,-23.84,,
Community Capital Bancshares,ALBY,34.45,OTC,12,Finance,Banks - Southeast,26.55,3.46,,
Alcon,ALC,41812.33,NYSE,12,Medical,Medical - Instruments,84.77,3.05,3.11,3.61
Alico,ALCO,239.81,NSDQ,9,Consumer Staples,Agriculture - Operations,31.38,-3.49,-2.23,
Alchemy Investments Acquisition Corp 1,ALCY,53.12,NSDQ,12,Unclassified,Unclassified,11.72,,,
Aldeyra Therapeutics,ALDX,189.87,NSDQ,12,Medical,Medical - Drugs,3.17,-0.94,-0.9,0.19
