Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.
Allete,ALE,3711.45,NYSE,12,Utilities,Utility - Electric Power,64.01,3.1,,
Alector,ALEC,145.99,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.46,-1.23,-1.84,-1.61
Alexander & Baldwin Holdings,ALEX,1306.63,NYSE,12,Finance,REIT and Equity Trust - Other,17.97,1.37,1.23,1.21
Centurion Acquisition Corp.,ALF,329.69,NSDQ,12,Unclassified,Unclassified,10.55,,,
Alfa Laval,ALFVY,17099.72,OTC,12,Construction,Engineering - R and D Services,41.371,1.69,2.08,
Alamo Group,ALG,2599.82,NYSE,12,Industrial Products,Manufacturing - Farm Equipment,215.04,10.12,10.85,12
Allegro MicroSystems,ALGM,5744.88,NSDQ,3,Computer and Technology,Electronics - Semiconductors,31.07,0.24,0.53,0.93
Align Technology,ALGN,13048,NSDQ,12,Medical,Medical - Dental Supplies,180.01,9.33,10.33,11.26
Aligos Therapeutics,ALGS,51.18,NSDQ,12,Medical,Medical - Biomedical and Genetics,8.37,-13.58,-9.71,-10.45
Allegiant,ALGT,933,NSDQ,12,Transportation,Transportation - Airline,51.11,2.48,3.5,6.69
Alignment Healthcare,ALHC,2848.94,NSDQ,12,Medical,Medical Services,14.4,-0.67,-0.33,-0.05
Alight,ALIT,2809.69,NYSE,12,Computer and Technology,Internet - Software,5.22,0.48,0.61,0.68
Allianz,ALIZY,149755.44,OTC,12,Finance,Insurance - Multi line,38.78,2.75,3.2,3.49
Alaska Air Group,ALK,5753.38,NYSE,12,Transportation,Transportation - Airline,46.87,4.87,3.65,6.52
Alkermes,ALKS,4836.55,NSDQ,12,Medical,Medical - Biomedical and Genetics,29.33,2.92,1.8,1.88
Alkami Technology,ALKT,2919.59,NSDQ,12,Computer and Technology,Internet - Software,28.34,0.29,0.44,0.79
Allstate,ALL,51816.84,NYSE,12,Finance,Insurance - Property and Casualty,195.67,18.32,18.19,22.36
Allegion,ALLE,11771.54,NYSE,12,Industrial Products,Security and Safety Services,136.8,7.53,7.77,8.21
Atlantic Lithium Limited,ALLIF,19.02,OTC,6,Basic Materials,Mining - Miscellaneous,0.0925,-0.01,,
Allogene Therapeutics,ALLO,282.16,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.29,-1.32,-1.02,-0.97
"Allarity Therapeutics, Inc.",ALLR,13.14,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.8715,-15.65,-46.85,
Allot,ALLT,345.5,NSDQ,12,Business Services,Technology Services,8.74,0.04,0.11,0.17
Ally Financial,ALLY,11316.32,NYSE,12,Finance,Financial - Consumer Loans,36.84,2.35,3.44,5.42
Alumis Inc.,ALMS,163.76,NSDQ,12,Medical,Medical - Biomedical and Genetics,3.01,-10.38,-4.41,-3.51
"Aeluma, Inc.",ALMU,210.24,NSDQ,12,Computer and Technology,Electronics - Semiconductors,13.31,,,
ANA,ALNPY,8577.73,OTC,3,Transportation,Transportation - Airline,3.65,0.44,1.06,0.98
ALLIENT INC,ALNT,581.68,NSDQ,12,Computer and Technology,Electronics - Miscellaneous Components,34.36,1.49,1.92,2.28
Alnylam Pharmaceuticals,ALNY,40722.91,NSDQ,12,Medical,Medical - Biomedical and Genetics,312.32,-0.02,0.93,3.58
AstroNova,ALOT,69.96,NSDQ,1,Business Services,Technology Services,9.21,0.33,,
Alarm.com,ALRM,2801.47,NSDQ,12,Industrial Products,Security and Safety Services,56.32,2.28,2.3,2.45
Alerus Financial,ALRS,534.2,NSDQ,12,Finance,Financial - Miscellaneous Services,21.06,1.44,2.27,2.43
ALR Technologies SG Ltd.,ALRTF,12.52,OTC,12,Medical,Medical Services,0.0198,-0.03,,
Alpha Star Acquisition,ALSAF,22.59,OTC,12,Unclassified,Unclassified,7,,,
Alstom,ALSMY,9700.84,OTC,3,Transportation,Transportation - Rail,2.1,0.11,0.22,0.25
Allison Transmission Holdings,ALSN,7769.98,NYSE,12,Auto-Tires-Trucks,Automotive - Original Equipment,92.22,8.31,8.83,9.84
Altimmune,ALT,549.91,NSDQ,12,Medical,Medical - Drugs,6.78,-1.34,-1.28,-1.19
Alta Equipment Group,ALTG,196.17,NYSE,12,Industrial Products,Manufacturing - General Industrial ,5.97,-1.96,-1.42,-1.02
ALTI GLOBAL INC,ALTI,583.18,NSDQ,12,Finance,Financial - Miscellaneous Services,4.1,-0.57,0.08,0.28
Alto Ingredients,ALTO,88.87,NSDQ,12,Consumer Discretionary,Consumer Products - Discretionary,1.16,-0.47,-0.39,0.13
ALT5 Sigma Corporation,ALTS,159.88,NSDQ,12,Finance,Financial - Miscellaneous Services,9.16,-0.5,,
Altex Industries,ALTX,4.72,OTCBB,9,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.42,-0.01,,
"Allurion Technologies, Inc.",ALUR,18.05,NYSE,12,Medical,Medical - Products,2.42,-9.2,-1.21,-1.92
Autoliv,ALV,8526.76,NYSE,12,Auto-Tires-Trucks,Automotive - Original Equipment,110.3,8.32,8.88,9.86
Alvotech,ALVO,2716.35,NSDQ,12,Medical,Medical - Biomedical and Genetics,9.01,-0.66,0.17,0.81
Alvopetro Energy,ALVOF,180.93,OTC,12,Oils-Energy,Alternative Energy - Other,4.97,0.43,,
Alexander's,ALX,1164.16,NYSE,12,Finance,REIT and Equity Trust - Other,227.94,15.19,12.68,10.84
ALX Oncology Holdings,ALXO,25.98,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.4865,-2.58,-1.83,-1.41
Alithya Group,ALYAF,163.82,OTC,3,Business Services,Technology Services,1.78,0.21,0.16,0.26
Alzamend Neuro,ALZN,2.42,NSDQ,4,Medical,Medical - Biomedical and Genetics,3.02,-132.31,-15.21,
Antero Midstream,AM,8688.24,NYSE,12,Oils-Energy,Oil and Gas - Integrated - United States,18.13,0.83,0.96,1
Amadeus IT Group,AMADY,36256.18,OTC,12,Business Services,Technology Services,80.48,3.35,3.67,4.11
Amalgamated Financial,AMAL,914.02,NSDQ,12,Finance,Financial - SBIC & Commercial Industry,29.88,3.48,3.65,4
Applied Materials,AMAT,138703.8,NSDQ,10,Computer and Technology,Electronics - Semiconductors,172.84,8.65,9.47,9.99
Ambarella,AMBA,2242.43,NSDQ,1,Computer and Technology,Electronics - Semiconductors,52.87,-0.16,0.13,0.36
Ambu A/S Unsponsored ADR,AMBBY,3463.52,OTC,9,Medical,Medical - Hospital,14.74,0.13,,
Ambac,AMBC,321.28,NYSE,12,Finance,Insurance - Property and Casualty,6.92,-0.18,-0.9,-0.8
AMBIPAR EMERGNC,AMBI,263.29,AMEX,12,Industrial Products,Industrial Services,4.7499,0.04,,
American Bank,AMBK,97.12,OTC,12,Finance,Banks - Northeast,14.85,1.38,,
Ambow Education Holding,AMBO,7.14,AMEX,12,Consumer Discretionary,Schools,2.5,0.11,,
Ardagh Metal Packaging,AMBP,2468.5,NYSE,12,Industrial Products,Metal Products - Procurement and Fabrication,4.13,0.18,0.2,0.24
Amber International Holding Limited - Sponsored ADR,AMBR,121.39,NSDQ,12,Business Services,Technology Services,11.97,-2.61,,
American Business Bank,AMBZ,381.55,OTCBB,12,Finance,Banks - Southwest,42.59,4.64,,
AMC Entertainment,AMC,1304.49,NYSE,12,Consumer Discretionary,Leisure and Recreation Services,3.02,-1.28,-0.6,-0.26
Amcor,AMCR,13080.36,NYSE,6,Industrial Products,Containers - Paper and Packaging,9.05,0.7,0.72,0.83
AMC Networks,AMCX,270.91,NSDQ,12,Consumer Discretionary,Broadcast Radio and Television,6.03,3.86,2.64,2.48
Advanced Micro Devices,AMD,205577.84,NSDQ,12,Computer and Technology,Computer - Integrated Systems,126.79,3.31,3.92,5.63
Amada,AMDLY,3445,OTC,3,Industrial Products,Manufacturing - Tools & Related Products,41.99,2.59,,
AMETEK,AME,41041.05,NYSE,12,Computer and Technology,Electronics - Testing Equipment,177.76,6.83,7.11,7.62
Amedisys,AMED,3212.71,NSDQ,12,Medical,Medical - Outpatient and Home Healthcare,97.89,4.32,4.9,5.3
AMEN Properties,AMEN,28.59,OTC,12,Computer and Technology,Internet - Content,538,,,
AMB Financial,AMFC,20.04,OTCBB,12,Finance,Financial - Savings and Loan,22.55,2.41,,
Amplifon,AMFPF,5378.21,OTC,12,Medical,Medical Services,23.85,0.72,,
Affiliated Managers Group,AMG,5246.27,NYSE,12,Finance,Financial - Investment Management,184.54,21.36,23.01,25.9
Amgen,AMGN,155735.83,NSDQ,12,Medical,Medical - Biomedical and Genetics,289.63,19.84,20.82,21.29
American Homes 4 Rent,AMH,13518.27,NYSE,12,Finance,REIT and Equity Trust - Residential,36.52,1.77,1.85,1.94
"Autonomix Medical, Inc.",AMIX,3.34,NSDQ,3,Medical,Medical - Instruments,1.2,-6.46,-5.22,-5.09
A.P. Moller-Maersk,AMKBY,29346.56,OTC,12,Transportation,Transportation - Shipping,9.27,1.94,0.18,-0.53
Amkor Technology,AMKR,5030.07,NSDQ,12,Computer and Technology,Electronics - Semiconductors,20.36,1.43,1.18,1.58
American Lithium,AMLIF,57.12,OTC,2,Basic Materials,Mining - Miscellaneous,0.2591,-0.14,-0.08,-0.08
American Lithium Minerals,AMLM,2.36,OTC,9,Basic Materials,Mining - Non Ferrous,0.0344,0,,
Amylyx Pharmaceuticals,AMLX,454.62,NSDQ,12,Medical,Medical - Drugs,5.1,-4.43,-1.71,-1.45
AmeraMex International,AMMX,1.15,OTC,12,Transportation,Transportation - Equipment and Leasing,0.076,-0.08,,
AMN Healthcare Services,AMN,855.66,NYSE,12,Medical,Medical Services,22.35,3.31,1.08,1.29
Armanino Foods of Distinction,AMNF,252.6,OTC,12,Consumer Staples,Food - Miscellaneous,8.02,0.45,,
American Sierra Gold,AMNP,2.44,OTC,7,Basic Materials,Mining - Miscellaneous,0.0051,,,
"Alpha Modus Holdings, Inc.",AMOD,14.47,NSDQ,12,Unclassified,Unclassified,1.16,0.13,,
Ameriprise Financial,AMP,48223.62,NYSE,12,Finance,Financial - Investment Management,506.43,34.35,36.76,39.56
AmpliTech Group,AMPG,41.56,NSDQ,12,Computer and Technology,Communication - Components,2.02,-1.08,,
Amphastar Pharmaceuticals,AMPH,1194.5,NSDQ,12,Medical,Medical - Generic Drugs,25.34,3.86,3.16,3.57
Amplitude,AMPL,1158.87,NSDQ,12,Business Services,Technology Services,11.73,0.06,0.07,0.12
"Amprius Technologies, Inc.",AMPX,444.58,NYSE,12,Business Services,Technology Services,3.77,-0.45,-0.32,-0.13
Amplify Energy,AMPY,149.65,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - United States,3.71,0.78,0.14,
Alpha Metallurgical Resources,AMR,1510.33,NYSE,12,Basic Materials,Mining - Miscellaneous,115.71,14.28,5.4,35.75
Ameresco,AMRC,845.91,NYSE,12,Oils-Energy,Alternative Energy - Other,16.1,1.2,0.84,1.22
AMark Precious Metals,AMRK,524.51,NSDQ,6,Consumer Discretionary,Precious Metals and Jewels,21.3,3.33,1.41,2.45
Amarin,AMRN,276.02,NSDQ,12,Medical,Medical - Biomedical and Genetics,13.33,-4,-2.5,-1.78
Amneal Pharmaceuticals,AMRX,2488.55,NSDQ,12,Medical,Medical - Drugs,7.94,0.58,0.71,0.82
American Shared Hospital Services,AMS,15.87,AMEX,12,Medical,Medical - Instruments,2.46,-0.08,-0.08,
American Superconductor,AMSC,1217.87,NSDQ,3,Computer and Technology,Electronics - Miscellaneous Components,30.83,0.64,0.62,0.93
AMERISAFE,AMSF,835.17,NSDQ,12,Finance,Insurance - Accident and Health,43.84,2.53,2.25,2.1
ams-OSRAM AG Unsponsored ADR,AMSSY,948.52,OTC,12,Computer and Technology,Electronics - Semiconductors,4.75,0.03,0.47,1.25
Amesite,AMST,12.62,NSDQ,6,Computer and Technology,Internet - Software,2.76,-1.73,,
American Tower,AMT,100874.43,NYSE,12,Finance,REIT and Equity Trust - Other,215.48,10.54,10.53,11.22
Amerant Bancorp,AMTB,693.52,NYSE,12,Finance,Banks - Southeast,16.58,1.41,1.65,2.31
"Amentum Holdings, Inc.",AMTM,5323.9,NYSE,9,Construction,Engineering - R and D Services,21.88,2.01,2.14,2.36
Aemetis,AMTX,118.49,NSDQ,12,Oils-Energy,Biofuels,2.14,-1.91,-1.21,-0.23
Amerityre,AMTY,3.24,OTCBB,6,Auto-Tires-Trucks,Rubber - Tires,0.04,0.01,,
American Woodmark,AMWD,745.74,NSDQ,4,Consumer Discretionary,Furniture,50.27,6.9,,
American Well,AMWL,106.3,NYSE,12,Medical,Medical Info Systems,6.81,-13.88,-6.98,-6.13
"America Movil, S.A.B. de C.V. Unsponsored ADR",AMX,52232.35,NYSE,12,Computer and Technology,Wireless Non-US ,17.21,0.49,1.43,1.55
,AMZA,411.01,NYSE,12,Finance,Financial - Investment Funds,43.31,,,
"Amaze Holdings, Inc.",AMZE,8.56,AMEX,12,Computer and Technology,Internet - Software,10.59,-3.91,,
Amazon.com,AMZN,2256187.25,NSDQ,12,Retail-Wholesale,Internet - Commerce,212.52,5.53,6.17,7.15
AutoNation,AN,7272.93,NYSE,12,Retail-Wholesale,Automotive - Retail and Whole Sales,192.91,17.46,18.75,20.27
AnaptysBio,ANAB,687.21,NSDQ,12,Medical,Medical - Biomedical and Genetics,23.39,-5.12,-5.67,-5.44
The Andersons,ANDE,1260.85,NSDQ,12,Basic Materials,Agriculture - Products,36.88,3.4,2.08,2.38
Anebulo Pharmaceuticals,ANEB,63.68,NSDQ,6,Medical,Medical - Biomedical and Genetics,1.55,-0.32,,
Arista Networks,ANET,113334.34,NYSE,12,Computer and Technology,Internet - Software,90.24,2.27,2.56,2.94
Abercrombie & Fitch,ANF,3613.27,NYSE,1,Retail-Wholesale,Retail - Apparel and Shoes,75.84,10.69,10.17,10.57
ANGHAMI INC,ANGH,33.43,NSDQ,12,Consumer Discretionary,Broadcast Radio and Television,0.5,-1.1,,
Angi,ANGI,721.72,NSDQ,12,Computer and Technology,Internet - Content,15.04,0.7,1.21,1.21
AngioDynamics,ANGO,415.41,NSDQ,5,Medical,Medical - Instruments,10.23,-0.38,-0.24,-0.18
Anika Therapeutics,ANIK,159.19,NSDQ,12,Medical,Medical - Biomedical and Genetics,11.1,0.16,-0.18,0.18
Acerinox,ANIOY,2979.56,OTC,12,Basic Materials,Steel - Producers,5.975,0.49,0.57,0.75
ANI Pharmaceuticals,ANIP,1400.66,NSDQ,12,Medical,Medical - Biomedical and Genetics,64.66,5.2,6.43,7.07
Anixa Biosciences,ANIX,114.35,NSDQ,10,Medical,Medical - Biomedical and Genetics,3.55,-0.39,-0.38,-0.39
Adlai Nortye Ltd. Sponsored ADR,ANL,54.24,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.47,-1.62,-1.08,-1.08
AleAnna Inc.,ANNA,519.9,NSDQ,12,Medical,Medical - Drugs,7.8,-4.38,,
Annexon,ANNX,256.73,NSDQ,12,Medical,Medical - Biomedical and Genetics,2.34,-1.01,-1.47,-1.42
Anta Sports Products,ANPDF,33186.82,OTC,12,Consumer Discretionary,Shoes and Retail Apparel ,11.73,0.51,0.64,0.74
"Alto Neuroscience, Inc.",ANRO,61.45,NYSE,12,Medical,Medical - Biomedical and Genetics,2.27,-2.5,-2.4,-2.75
Agriculture & Natural Solutions Acquisition Corporation,ANSC,466.61,NSDQ,12,Unclassified,Unclassified,10.82,,,
ANSYS,ANSS,29560.05,NSDQ,12,Computer and Technology,Computer - Software,336.23,10.91,11.61,13.35
Antalpha Platform Holding Company,ANTA,264.73,NSDQ,12,Finance,Financial - Miscellaneous Services,11.46,,0.48,0.7
AirMedia Group,ANTE,10.09,NSDQ,12,Transportation,Transportation - Airline,0.7043,-0.95,,
AN2 Therapeutics,ANTX,33.19,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.1,-1.72,-1.18,-0.96
Annovis Bio,ANVS,52.61,NYSE,12,Medical,Medical - Biomedical and Genetics,2.7,-2.31,-1.52,-1.66
Sphere 3D,ANY,16.83,NSDQ,12,Finance,Financial - Miscellaneous Services,0.6363,-0.37,-0.6,
ANZ Group Holdings Limited - Sponsored ADR,ANZGY,56978.58,OTC,9,Finance,Financial - Miscellaneous Services,18.985,,1.49,1.43
Arogo Capital Acquisition Corp.,AOGO,34.65,OTC,12,Unclassified,Unclassified,11.25,,,
Meren Energy Inc.,AOIFF,878.07,OTC,12,Oils-Energy,Alternative Energy - Other,1.3,0.11,0.17,
Angel Oak Mortgage REIT Inc.,AOMR,213.15,NYSE,12,Finance,REIT and Equity Trust,9.07,0.28,1.1,1.42
Aon,AON,75758.2,NYSE,12,Finance,Insurance - Brokerage,350.83,15.6,16.74,19
Aeon,AONNY,26303.19,OTC,2,Retail-Wholesale,Retail - Miscellaneous,30.71,0.77,,
American Overseas,AOREF,28.52,OTC,12,Finance,Insurance - Property and Casualty,607,200.09,,
Artivion,AORT,1268.27,NYSE,12,Medical,Medical - Instruments,29.7,0.25,0.27,0.54
A. O. Smith,AOS,8964.24,NYSE,12,Industrial Products,Manufacturing - Electronics,63.08,3.73,3.74,4.13
Alpha and Omega Semiconductor,AOSL,717.73,NSDQ,6,Computer and Technology,Electronics - Semiconductors,24.4,0.62,0.19,0.13
American Outdoor Brands,AOUT,140.97,NSDQ,4,Consumer Discretionary,Leisure and Recreation Products,11.07,0.32,0.73,0.88
Aoxing Pharmaceutical,AOXG,3.51,OTC,6,Medical,Medical - Drugs,0.0092,,,
AmpcoPittsburgh,AP,60.69,NYSE,12,Industrial Products,Metal Products - Procurement and Fabrication,3.02,0.02,,
APA,APA,7345.39,NSDQ,12,Oils-Energy,Oil and Gas - Exploration and Production - United States,20.31,3.77,3.01,2.67
Artisan Partners Asset Management,APAM,3403.18,NYSE,12,Finance,Financial - Investment Management,42.19,3.55,3.44,3.69
AppTech Payments Corp.,APCX,9.86,OTC,12,Business Services,Financial Transaction Services,0.29,-0.75,,
Air Products and Chemicals,APD,61284.22,NYSE,9,Basic Materials,Chemical - Diversified ,275.38,12.43,12.02,12.98
Applied DNA Sciences,APDN,2.06,NSDQ,9,Industrial Products,Security and Safety Services,4.73,-1364.32,,
American Public Education,APEI,528.02,NSDQ,12,Consumer Discretionary,Schools,29.27,0.55,1.42,2.01
Alps Electric,APELY,1972.57,OTC,3,Computer and Technology,Electronics - Miscellaneous Components,19.19,0.67,1.13,
Aperam,APEMY,2295.43,OTC,12,Basic Materials,Steel - Producers,31.365,0.96,2.3,3.86
Coloured Ties Capital,APEOF,2.92,OTC,9,Finance,Financial - Investment Management,0.1805,0.06,,
APi Group,APG,13551.32,NYSE,12,Business Services,Business - Services,48.95,1.84,2.05,2.36
Apogee Therapeutics Inc.,APGE,1896.23,NSDQ,12,Medical,Medical - Biomedical and Genetics,41.18,-3.3,-4.12,-4.66
American Power Group,APGI,12.44,OTC,9,Oils-Energy,Alternative Energy - Other,0.0111,0,,
Amphenol,APH,113061.23,NYSE,12,Computer and Technology,Electronics - Connectors,93.47,1.89,2.68,2.91
Agora,API,347.2,NSDQ,12,Business Services,Technology Services,3.72,-0.46,0.05,0.11
Applied Digital Corporation,APLD,2388,NSDQ,5,Finance,Financial - Miscellaneous Services,10.61,-1.31,-0.27,0.44
Apple Hospitality REIT,APLE,2755.05,NYSE,12,Finance,REIT and Equity Trust - Other,11.58,1.61,1.51,1.53
Appili Therapeutics,APLIF,1.29,OTC,3,Medical,Medical - Biomedical and Genetics,0.0106,-0.02,,
Apollomics Inc.,APLM,6.69,NSDQ,12,Medical,Medical - Biomedical and Genetics,6.06,-52.8,,
Apellis Pharmaceuticals,APLS,2232.12,NSDQ,12,Medical,Medical - Biomedical and Genetics,17.76,-1.58,-1.91,-0.67
Applied Therapeutics,APLT,49.62,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.3505,-0.73,-0.64,-0.56
Aptorum Group Limited,APM,5.56,NSDQ,12,Medical,Medical - Drugs,1.04,-0.78,,
Apollo Global Management,APO,76060.16,NYSE,12,Finance,Financial - Investment Management,133.09,7.43,7.79,9.31
Apogee Enterprises,APOG,810.72,NSDQ,2,Industrial Products,Glass Products,37.58,4.97,3.8,3.83
AppLovin,APP,116530.27,NSDQ,12,Business Services,Technology Services,344.37,4.53,8.54,12.05
AppFolio,APPF,8060.69,NSDQ,12,Computer and Technology,Internet - Software,223.73,4.37,5.14,6.03
Appian,APPN,2235.75,NSDQ,12,Computer and Technology,Internet - Software,30.12,-0.35,0.22,0.49
Digital Turbine,APPS,721.06,NSDQ,3,Computer and Technology,Internet - Software,6.74,0.35,0.38,0.38
Aprea Therapeutics,APRE,9.78,NSDQ,12,Medical,Medical - Biomedical and Genetics,1.7677,-2.35,-0.93,-0.8
Alpha Pro Tech,APT,49.87,AMEX,12,Industrial Products,Security and Safety Services,4.59,0.35,,
Alaska Power & Telephone,APTL,67.97,OTC,12,Computer and Technology,Electronics - Power Generation,57.13,5.01,,
Aptose Biosciences,APTOF,2.22,OTC,12,Medical,Medical - Biomedical and Genetics,0.87,-36.38,,
APTIV HLDS LTD,APTV,14731.65,NYSE,12,Auto-Tires-Trucks,Automotive - Original Equipment,67.66,6.26,7.11,7.86
"Apimeds Pharmaceuticals US, Inc.",APUS,20.6,AMEX,12,Medical,Medical - Biomedical and Genetics,1.78,-0.18,,
Aptevo Therapeutics,APVO,3.88,NSDQ,12,Medical,Medical - Biomedical and Genetics,5.13,-1747.6,-316.8,-289.8
Asia Pacific Wire & Cable,APWC,35.56,NSDQ,12,Industrial Products,Wire and Cable Products,1.725,0.17,,
APx Acquisition Corp. I,APXIF,56.06,OTC,12,Unclassified,Unclassified,11.6,,,
"AppYea, Inc.",APYP,6.26,OTC,12,Computer and Technology,Internet - Software,0.0117,-0.01,,
Apyx Medical,APYX,64.63,NSDQ,12,Medical,Medical - Products,1.71,-0.66,,
AquaBounty Technologies,AQB,3.06,NSDQ,12,Medical,Medical - Biomedical and Genetics,0.7909,-3.07,,
Aqua Metals,AQMS,6.75,NSDQ,12,Business Services,Waste Removal Services,0.7545,-3.83,,
Algonquin Power & Utilities,AQN,4414.99,NYSE,12,Utilities,Utility - Electric Power,5.75,0.3,0.31,0.36
Aquestive Therapeutics,AQST,337.71,NSDQ,12,Medical,Medical - Drugs,3.4,-0.51,-0.72,-0.61
Antero Resources,AR,13361.98,NYSE,12,Oils-Energy,Oil and Gas - Exploration and Production - United States,43.03,0.21,3.27,4.16
Arrive AI Inc.,ARAI,251.05,NSDQ,12,Business Services,Technology Services,7.61,,,
Accuray,ARAY,126.71,NSDQ,6,Medical,Medical - Instruments,1.23,-0.16,0.01,-0.04
ARB IOT Group Limited,ARBB,12.32,NSDQ,6,Computer and Technology,Internet - Software,6.98,-6.6,,
Industrial Tech Acquisitions,ARBE,156.87,NSDQ,12,Business Services,Technology Services,1.49,-0.41,-0.33,-0.31
Argo Blockchain,ARBK,27.34,NSDQ,12,Finance,Financial - Miscellaneous Services,0.38,-0.49,-0.44,
Arcadis,ARCAY,4543.18,OTC,12,Construction,Engineering - R and D Services,50.233,3.25,3.63,4.55
ArcBest,ARCB,1562.78,NSDQ,12,Transportation,Transportation - Truck,68.21,6.28,5.18,7.88
Ares Capital,ARCC,14931.85,NSDQ,12,Finance,Financial - SBIC & Commercial Industry,21.51,2.33,2.02,2.01
Arcos Dorados,ARCO,1605.19,NYSE,12,Retail-Wholesale,Retail - Restaurants,7.62,0.71,0.69,0.81
Arcturus Therapeutics Holdings,ARCT,334.94,NSDQ,12,Medical,Medical - Biomedical and Genetics,12.35,-3,-3.73,-2.19
"Ardent Health, Inc.",ARDT,1853.85,NYSE,12,Medical,Medical Services,12.96,1.58,1.92,2.12
Ardelyx,ARDX,863.71,NSDQ,12,Medical,Medical - Drugs,3.61,-0.17,-0.38,0.06
Alexandria Real Estate Equities,ARE,12261.45,NYSE,12,Finance,REIT and Equity Trust - Other,70.88,9.47,9.21,9.2
"American Rebel Holdings, Inc.",AREB,1.66,NSDQ,12,Industrial Products,Security and Safety Services,1.62,-540.05,,
American Resources,AREC,82.2,NSDQ,12,Basic Materials,Mining - Miscellaneous,0.9991,-0.52,0.06,
Arena Group,AREN,261.58,AMEX,12,Business Services,Technology Services,5.5,-0.22,,
Ares Management,ARES,54649.79,NYSE,12,Finance,Financial - Investment Management,167.34,3.97,5.16,6.45
Argenx,ARGX,32845.16,NSDQ,12,Medical,Medical - Biomedical and Genetics,537.92,2.57,12.77,20.95
"Arhaus, Inc.",ARHS,1231.76,NSDQ,12,Retail-Wholesale,Retail - Miscellaneous,8.74,0.48,0.4,0.48
Apollo Commercial Real Estate Finance,ARI,1361.65,NYSE,12,Finance,REIT and Equity Trust,9.8,0.43,1.03,1.07
Aris Water Solutions,ARIS,1509.72,NYSE,12,Business Services,Waste Removal Services,25.53,0.81,1.06,1.36
Arkema,ARKAY,5193.43,OTC,12,Basic Materials,Chemical - Diversified ,68.28,8.91,7.03,8.03
ARKO,ARKO,481.66,NSDQ,12,Consumer Staples,Consumer Products - Staples,4.2,0.13,0.08,0.1
Ark Restaurants,ARKR,35.05,NSDQ,9,Retail-Wholesale,Retail - Restaurants,9.72,0.77,,
American Realty Investors,ARL,246.16,NYSE,12,Finance,Real Estate - Operations,15.24,-0.91,,
Arlo Technologies,ARLO,1786.95,NYSE,12,Computer and Technology,Internet - Software,17.23,0.4,0.63,0.73
Alliance Resource Partners,ARLP,3357.11,NSDQ,12,Oils-Energy,Coal,26.14,2.96,2.6,2.59
ARM Holdings PLC Sponsored ADR,ARM,154705.52,NSDQ,3,Computer and Technology,Electronics - Semiconductors,146.05,1.63,1.72,2.32
