Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.
"SEI Investments","SEIC","10984.09","NSDQ","12","Finance","Financial - Investment Management","88.85","4.41","5.38","5.46"
"SEMPERIT AG HLD","SEIGY","316.83","OTC","12","Medical","Medical - Products","3.85",".15","",""
"Seiko Epson","SEKEY","4775.01","OTC","3","Computer and Technology","Office Automation and Equipment","6.391",".55",".55",".62"
"Global Self Storage","SELF","61.68","NSDQ","12","Finance","REIT and Equity Trust - Other","5.44",".38","",""
"Semilux International Ltd.","SELX","37.85","NSDQ","12","Unclassified","Unclassified","1.0112","","",""
"Select Medical","SEM","1616.82","NYSE","12","Medical","Medical - HMOs","13.04",".94","1.17","1.34"
"SEMrush","SEMR","1171.8","NYSE","12","Computer and Technology","Internet - Software","7.88",".25",".33",".46"
"Seneca Foods","SENEA","772.17","NSDQ","3","Consumer Staples","Food - Miscellaneous","112.5","9.61","",""
"Strategic Environmental & Energy Resources","SENR","1.98","OTC","12","Business Services","Waste Removal Services",".03","-.03","",""
"Senseonics","SENS","374.75","AMEX","12","Medical","Medical Info Systems",".46","-.12","-.07","-.06"
"Stora Enso Oyj","SEOAY","9291.52","OTC","12","Basic Materials","Paper and Related Products","11.782","-.61",".41",".72"
"Sernova Biotherapeutics Inc.","SEOVF","44.35","OTC","10","Medical","Medical - Biomedical and Genetics",".135","-.07","",""
"Spectris","SEPJY","5105.51","OTC","12","Computer and Technology","Electronics - Miscellaneous Products","25.7",".94","",""
"Septerna, Inc.","SEPN","547.51","NSDQ","12","Medical","Medical - Biomedical and Genetics","12.28","-7.26","-1","-1.83"
"Serina Therapeutics, Inc.","SER","52.59","AMEX","12","Medical","Medical - Biomedical and Genetics","5.13","-1.51","-1.64","-1.81"
"Sera Prognostics","SERA","116.03","NSDQ","12","Medical","Medical Services","3.08","-.99","-.73","-.77"
"Serve Robotics Inc.","SERV","673.67","NSDQ","12","Computer and Technology","Computers - IT Services","11.25","-.67","-1.3","-1.4"
"SES AI","SES","405.95","NYSE","12","Auto-Tires-Trucks","Automotive - Original Equipment","1.11","-.31","-.14","-.08"
"Sintana Energy Inc.","SEUSF","159.13","OTC","12","Oils-Energy","Alternative Energy - Other",".42","-.02","",""
"Sono Group","SEVCF","7.75","OTC","12","Auto-Tires-Trucks","Automotive - Foreign","5.44","4.08","",""
"Sezzle Inc.","SEZL","3259.79","NSDQ","12","Business Services","Financial Transaction Services","95.81","1.84","3.27","4.32"
"Stifel Financial","SF","11892.99","NYSE","12","Finance","Financial - Investment Bank","116.4","6.81","7.13","9.12"
"Sound Financial Bancorp","SFBC","121.43","NSDQ","12","Finance","Banks - West","47.32","1.8","",""
"ServisFirst Bancshares","SFBS","4825.71","NYSE","12","Finance","Financial - Savings and Loan","88.35","4.18","5.22","6.38"
"Smithfield Foods, Inc.","SFD","10008.65","NSDQ","12","Consumer Staples","Food - Meat Products","25.46","1.88","2.41","2.5"
"Security Federal","SFDL","95.74","OTC","12","Finance","Banks - Southeast","30.65","2.77","",""
"Safeguard Scientifics","SFES","13.99","OTC","12","Finance","Financial - SBIC & Commercial Industry",".8369","-.62","",""
"Samfine Creation Holdings Group Limited","SFHG","14.72","NSDQ","12","Industrial Products","Commercial Printing",".725","","",""
"Stitch Fix","SFIX","725.51","NSDQ","7","Retail-Wholesale","Retail - Apparel and Shoes","5.56","-.99","-.33","-.3"
"SFL","SFL","1196.27","NYSE","12","Transportation","Transportation - Shipping","8.21","1.04","",""
"Sprouts Farmers Market","SFM","13820.43","NSDQ","12","Retail-Wholesale","Food - Natural Foods Products","141.42","3.75","5.28","5.88"
"Simmons First National","SFNC","3022.8","NSDQ","12","Finance","Banks - Southeast","20.89","1.41","1.72","1.97"
"Safestore","SFSHF","1911.79","OTC","10","Finance","Real Estate - Operations","8.75",".54","",""
"Southern First Bancshares","SFST","369.77","NSDQ","12","Finance","Banks - Southeast","45.2","1.91","3.3","4.07"
"Shengfeng Development Limited","SFWL","43.06","NSDQ","12","Transportation","Transportation - Services","1.06",".13","",""
"Sweetgreen","SG","1094.64","NYSE","12","Retail-Wholesale","Retail - Restaurants","9.26","-.79","-.69","-.56"
"Saga Communications","SGA","77.92","NSDQ","12","Consumer Discretionary","Broadcast Radio and Television","12.1",".66",".3",".73"
"Singapore Telecommunications","SGAPY","55354.93","OTC","3","Utilities","Diversified Communication Services","33.52","1.09","",""
"SES","SGBAF","3844.59","OTC","12","Computer and Technology","Satellite and Communication","6.9",".29",".28",".4"
"SAFE&GREEN HLDG","SGBX","5.64","NSDQ","12","Consumer Discretionary","Textile - Home Furnishing",".1823","-11.78","",""
"Superior Group of Companies","SGC","211.1","NSDQ","12","Consumer Discretionary","Textile - Apparel","13.22",".73",".47",".96"
"Safe and Green Development Corporation","SGD","4.44","NSDQ","12","Finance","Real Estate - Development","1.18","-9.78","",""
"Super Group (SGHC)","SGHC","6015.72","NYSE","12","Consumer Discretionary","Gaming","11.95",".34",".36",".62"
"Shanghai Industrial","SGHIY","1609.07","OTC","12","Conglomerates","Diversified Operations","14.8","3.31","",""
"Sight Sciences","SGHT","211.56","NSDQ","12","Medical","Medical - Instruments","4.04","-.99","-1.02","-.84"
"Somnigroup International Inc.","SGI","17704.06","NYSE","12","Retail-Wholesale","Retail - Home Furnishings","84.35","2.55","2.54","3.18"
"Shionogi & Co.","SGIOY","14836.03","OTC","3","Medical","Medical - Drugs","8.72",".66",".73",".82"
"Singularity Future Technology","SGLY","4.66","NSDQ","6","Business Services","Technology Services","1.1085","-2.05","",""
"SIGMA LITHIUM","SGML","722.41","NSDQ","12","Computer and Technology","Electronics - Miscellaneous Products","6.49","-.46","-.23",".34"
"Sangamo Therapeutics","SGMO","163.32","NSDQ","12","Medical","Medical - Biomedical and Genetics",".5413","-.49","-.33","-.3"
"Sagimet Biosciences Inc.","SGMT","245.86","NSDQ","12","Medical","Medical - Biomedical and Genetics","7.56","-1.45","-1.71","-1.95"
"Signing Day Sports, Inc.","SGN","6.4","AMEX","12","Computer and Technology","Internet - Software","1.62","-19.86","",""
"Sage Group","SGPYY","14133.49","OTC","9","Computer and Technology","Business - Software Services","58.68","1.89","2.26","2.51"
"SouthGobi Resources","SGQRF","120.34","OTC","12","Oils-Energy","Coal",".4056",".18","",""
"SPAR Group","SGRP","27.95","NSDQ","12","Business Services","Business - Services","1.18",".21",".12",""
"Surgery Partners","SGRY","2912.92","NSDQ","12","Medical","Medical Services","22.72",".93",".92","1.15"
"SGS","SGSOY","19789.37","OTC","12","Business Services","Business - Services","10.16",".35",".46",".5"
"Star Group, L.P.","SGU","390.17","NYSE","9","Computer and Technology","Electronics - Miscellaneous Products","11.61",".9","",""
"Shake Shack","SHAK","4521.46","NYSE","12","Retail-Wholesale","Retail - Restaurants","105.92",".92","1.39","1.76"
"ShangriLa Asia","SHALY","1972.04","OTC","12","Consumer Discretionary","Hotels and Motels","11",".9","",""
"Shore Bancshares","SHBI","571.77","NSDQ","12","Finance","Banks - Northeast","17.11","1.64","1.78","1.85"
"Sotera Health","SHC","4601.56","NSDQ","12","Medical","Medical Services","16.2",".7",".78",".88"
"Sharp","SHCAY","3765.94","OTC","3","Consumer Discretionary","Audio Video Production","1.45","0",".03",".04"
"SOHO HOUSE&CO","SHCO","1722.78","NYSE","12","Consumer Discretionary","Hotels and Motels","8.83","-.53",".17","-.08"
"ShinEtsu Chemical Co.","SHECY","62130.37","OTC","3","Basic Materials","Chemical - Diversified ","15.65",".87","1.02","1.12"
"Shell","SHEL","217219.34","NYSE","12","Oils-Energy","Oil and Gas - Integrated - International","73.93","7.52","6.03","6.55"
"Shenandoah Telecommunications Co","SHEN","726.86","NSDQ","12","Utilities","Diversified Communication Services","13.25","-.59","-.7","-.68"
"SHF Holdings, Inc.","SHFS","7.11","NSDQ","12","Finance","Financial - Miscellaneous Services","2.44","-17.43","",""
"Shinhan Financial Group Co","SHG","23323.18","NYSE","12","Finance","Banks - Foreign","48.04","6.19","7.52","8"
"Sun Hung Kai and Co.","SHGKY","911.74","OTC","12","Finance","Financial - Miscellaneous Services","2.32",".12","",""
"Shimmick Corporation","SHIM","110.05","NSDQ","12","Business Services","Waste Removal Services","3.12","-2.66","-.42",".16"
"Seanergy Maritime Holdings","SHIP","168.47","NSDQ","12","Transportation","Transportation - Shipping","8.06","2.38",".63","1.07"
"Shoals Technologies Group","SHLS","1102.92","NSDQ","12","Oils-Energy","Solar","6.59",".35",".38",".51"
"SPDR Nuveen ICE Short Term Municipal Bond ETF","SHM","3437.15","NYSE","12","Finance","Financial - Investment Funds","48.24","","",""
"SCHMID Group N.V.","SHMD","26.63","NSDQ","12","Computer and Technology","Internet - Software","2.63","","",""
"Shimizu","SHMUY","8114.44","OTC","3","Construction","Building Products - Miscellaneous","43.645","1.11","",""
"Schroders","SHNWF","8558.32","OTC","12","Finance","Financial - Investment Management","5.33",".38","",""
"Sunstone Hotel Investors","SHO","1804.71","NYSE","12","Finance","REIT and Equity Trust - Other","9.5",".8",".86",".93"
"Steven Madden","SHOO","2120","NSDQ","12","Consumer Discretionary","Shoes and Retail Apparel ","29.18","2.67","1.47","1.84"
"Shopify","SHOP","183953.97","NSDQ","12","Computer and Technology","Internet - Services","141.54","1.3","1.44","1.74"
"Safety Shot, Inc.","SHOT","58.02","NSDQ","12","Medical","Medical - Products",".4005","-.89","",""
"Shuttle Pharmaceuticals Holdings, Inc.","SHPH","3.56","NSDQ","12","Medical","Medical - Drugs","3.32","-82.5","",""
"iShares Short Treasury Bond ETF","SHV","20793.64","NSDQ","12","Finance","Financial - Investment Funds","110.44","","",""
"SherwinWilliams","SHW","91300.87","NYSE","12","Basic Materials","Chemical - Specialty","366.18","11.33","11.35","12.73"
"Resonac Holdings Corporation Unsponsored ADR","SHWDY","4441.16","OTC","12","Basic Materials","Chemical - Diversified ","24.0191","2.05","1.77","3.02"
"Shandong Weigao Medical Polymer Co.","SHWGF","3459.13","OTC","12","Medical","Medical - Products",".7649",".06","",""
"iShares 1-3 Year Treasury Bond ETF","SHY","24450.16","NSDQ","12","Finance","Financial - Investment Funds","82.91","","",""
"Shoulder Innovations, Inc.","SI","225.53","NYSE","12","Medical","Medical Services","14.81","","-1.24","-1.37"
"SiBone","SIBN","717","NSDQ","12","Medical","Medical - Instruments","16.62","-.75","-.6","-.43"
"National Steel","SID","1922.84","NYSE","12","Basic Materials","Steel - Producers","1.45","-.36",".09",".11"
"Sidus Space","SIDU","33.85","NSDQ","12","Aerospace","Aerospace - Defense","1.33","-3.6","",""
"Siebert Financial","SIEB","113.92","NSDQ","12","Finance","Financial - Investment Bank","2.75",".33","",""
"Siemens","SIEGY","221360.02","OTC","9","Industrial Products","Industrial Services","138.35","5.57","6.72","6.8"
"Shanghai Electric Group Co.","SIELY","6911.59","OTC","12","Industrial Products","Manufacturing - Electrical Utilities ","8.8725","","",""
"SIFCO Industries","SIF","41.5","AMEX","9","Aerospace","Aerospace - Defense Equipment","6.715","-1.44","",""
"Sify Technologies Limited","SIFY","683.35","NSDQ","3","Computer and Technology","Internet - Services","9.445","","-.03",".03"
"Signet Jewelers","SIG","3697.76","NYSE","1","Retail-Wholesale","Retail - Jewelry","89.86","8.94","9.12","10.14"
"Siga Technologies","SIGA","587.89","NSDQ","12","Medical","Medical - Drugs","8.21",".82","",""
"Selective Insurance Group","SIGI","4754.23","NSDQ","12","Finance","Insurance - Property and Casualty","78.13","3.27","6.95","8.17"
"Sigyn Therapeutics","SIGY","5.22","OTC","12","Medical","Medical - Drugs","3.25","-.25","",""
"Shenzhen Investment Hldgs Bay Area Dvlpmt Co","SIHBY","597.85","OTC","12","Finance","Real Estate - Operations","1.94","","",""
"Sprott","SII","1679.94","NYSE","12","Finance","Financial - Investment Management","65.11","1.91","",""
"Sila Realty Trust, Inc.","SILA","1372.97","NYSE","12","Finance","REIT and Equity Trust - Other","24.89","2.31","2.16","2.26"
"Silicom","SILC","93.22","NSDQ","12","Computer and Technology","Computer - Networking","16.43","-1.37","",""
"Silo Pharma, Inc.","SILO","6.01","NSDQ","12","Medical","Medical - Biomedical and Genetics",".6391","-1.19","",""
"Grupo Simec","SIM","4302.83","AMEX","12","Basic Materials","Steel - Producers","27.96","3.8","",""
"SIM Acquisition Corp. I","SIMA","320.16","NSDQ","12","Unclassified","Unclassified","10.44","","",""
"Silicon Motion Technology","SIMO","2812.15","NSDQ","12","Computer and Technology","Computer - Integrated Systems","82.75","3.43","3.35","4.75"
"SINTX TECHNOLOGIES","SINT","11.7","NSDQ","12","Medical","Medical - Instruments","4.24","-15.19","-3.44","-2.51"
"Sionna Therapeutics, Inc.","SION","1135.28","NSDQ","12","Medical","Medical - Biomedical and Genetics","25.72","-15.99","-2.22","-2.75"
"Solar Integrated Roofing","SIRC","1.24","OTC","12","Oils-Energy","Solar",".0001","0","",""
"Sirius XM","SIRI","7869.63","NSDQ","12","Consumer Discretionary","Broadcast Radio and Television","23.37","1.78","2.69","2.98"
"SHINECO","SISI","2.49","NSDQ","6","Medical","Medical - Drugs","6","-7062.35","",""
"SITE Centers Corp.","SITC","641.4","NYSE","12","Finance","REIT and Equity Trust - Retail","12.23","3.17","",""
"SiteOne Landscape Supply","SITE","6467.04","NYSE","12","Industrial Products","Industrial Services","144.96","2.71","3.47","4.29"
"SiTime","SITM","6318.19","NSDQ","12","Computer and Technology","Electronics - Miscellaneous Products","242.97",".93","2.22","3.22"
"Scienjoy","SJ","26.83","NSDQ","12","Unclassified","Unclassified",".6865",".17","",""
"The J. M. Smucker Co.","SJM","11385.44","NYSE","4","Consumer Staples","Food - Miscellaneous","106.72","10.12","9.23","10.04"
"SJM","SJMHF","3083.6","OTC","12","Consumer Discretionary","Gaming",".4342","0","",""
"San Juan Basin Royalty Trust","SJT","267.53","NYSE","12","Oils-Energy","Oil and Gas - Royalty Trust - United States","5.74",".11","",""
"Saker Aviation Services","SKAS","7.33","OTC","12","Transportation","Transportation - Airline","7.35","2.27","",""
"Skyline Builders Group Holding Limited","SKBL","27.21","NSDQ","12","Construction","Engineering - R and D Services",".907","","",""
"Skanska AB - Sponsored ADR","SKBSY","10004.95","OTC","12","Construction","Building Products - Miscellaneous","24.99","","1.5","1.88"
"Skeena Resources Limited","SKE","1793.98","NYSE","12","Basic Materials","Mining - Miscellaneous","15.63","-.85","-.29","-.27"
"AB SKF","SKFRY","11804.29","OTC","12","Industrial Products","Manufacturing - Tools & Related Products","25.9235","1.73","1.35","1.75"
"Sonic Healthcare Ltd. Sponsored ADR","SKHHY","7754.59","OTC","6","Medical","Medical Services","15.69",".71",".79",".84"
"Sekisui House","SKHSY","15145.71","OTC","1","Construction","Building Products - Home Builders","22.84","2.17","",""
"Skillsoft","SKIL","132.45","NYSE","1","Business Services","Technology Services","15.45","4.33","-2.47",""
"Beauty Health","SKIN","258.72","NSDQ","12","Medical","Medical Services","2.04","-.23","-.09","-.14"
"SKK Holdings Limited","SKK","7.92","NSDQ","12","Construction","Engineering - R and D Services",".4225","","",""
"Skillz","SKLZ","153.74","NYSE","12","Consumer Discretionary","Gaming","8.82","-2.7","-4.1","-3.92"
"SK Telecom Co.","SKM","8724.18","NYSE","12","Computer and Technology","Wireless Non-US ","22.15","2.45","1.05","2.33"
"TANGER INC","SKT","3847.92","NYSE","12","Finance","REIT and Equity Trust - Retail","34","2.13","2.27","2.38"
"Skyward Specialty Insurance Group, Inc.","SKWD","1961.98","NSDQ","12","Finance","Insurance - Property and Casualty","48.46","3.06","3.54","4"
"Skechers","SKX","9479.41","NYSE","12","Consumer Discretionary","Shoes and Retail Apparel ","63.08","4.16","3.83","4.09"
"Champion Homes, Inc.","SKY","4234.9","NYSE","3","Construction","Building Products - Mobile Homes and RV Builders","74.93","3.52","3.36","3.55"
"Sky Constant Century Inc.","SKYC","132.12","OTC","3","Finance","Financial - Investment Bank","1.1","0","",""
"Skye Bioscience","SKYE","107.84","NSDQ","12","Medical","Medical - Biomedical and Genetics","3.48","-.73","-1.41","-1.5"
"Sky Harbour Group","SKYH","800.23","NYSE","12","Aerospace","Aerospace - Defense Equipment","10.54","-1.76","-.09","-.42"
"Sky Quarry Inc.","SKYQ","10.87","NSDQ","12","Oils-Energy","Oil and Gas - Integrated - United States",".4835","-.75","",""
"SkyWater Technology","SKYT","592.56","NSDQ","12","Computer and Technology","Electronics - Semiconductors","12.3",".06","-.44","-.12"
"SkyWest","SKYW","4946.34","NSDQ","12","Transportation","Transportation - Airline","122.5","7.77","9.95","10.55"
"SKYX PLATFORMS","SKYX","133.74","NSDQ","12","Business Services","Technology Services","1.2","-.36","-.29","-.18"
"Silicon Laboratories","SLAB","4510.3","NSDQ","12","Computer and Technology","Semiconductor - Analog and Mixed","137.445","-1.72",".7","2.4"
"Slam Corp.","SLAMF","188.65","OTC","12","Computer and Technology","Semiconductor - Communications ","11.57",".08","",""
"Schlumberger","SLB","49293.55","NYSE","12","Oils-Energy","Oil and Gas - Field Services","36.48","3.41","2.88","2.99"
"Solid Biosciences","SLDB","437.62","NSDQ","12","Medical","Medical - Biomedical and Genetics","5.62","-2.95","-1.87","-1.83"
"Slide Insurance Holdings, Inc.","SLDE","1676.65","NSDQ","12","Finance","Insurance - Multi line","13.36","","2.45","2.44"
"Solid Power","SLDP","828.47","NSDQ","12","Auto-Tires-Trucks","Automotive - Original Equipment","4.57","-.54","",""
"Super League Enterprise, Inc.","SLE","3.78","NSDQ","12","Consumer Discretionary","Gaming","3.51","-93.2","-13.26","-2.88"
"Sun Life Financial","SLF","32792.7","NYSE","12","Finance","Insurance - Life Insurance","58.23","4.86","5.33","5.75"
"Standard Life","SLFPY","4887.17","OTC","12","Finance","Financial - Miscellaneous Services","10.62",".77",".75",".76"
"SL Green Realty","SLG","4056.9","NYSE","12","Finance","REIT and Equity Trust - Other","56.88","5.03","5.98","5.35"
"Solgold","SLGGF","615.23","OTC","6","Basic Materials","Mining - Gold",".205","-.02","",""
"SolGel Technologies","SLGL","61.01","NSDQ","12","Medical","Medical - Generic Drugs","21.9","-3.8","",""
"Silgan Holdings","SLGN","5007.28","NYSE","12","Industrial Products","Containers - Metal and Glass","46.8","3.62","3.94","4.36"
"Standard Lithium","SLI","570.18","AMEX","12","Oils-Energy","Alternative Energy - Other","2.94","-.13","-.08","-.09"
"SLM","SLM","6527.55","NSDQ","12","Finance","Financial - Consumer Loans","31.31","2.68","3.1","3.51"
"Southland Holdings, Inc.","SLND","219.16","AMEX","12","Construction","Building Products - Miscellaneous","4.05","-2.19","-.59","-.24"
"Stabilis Solutions","SLNG","74.94","NSDQ","12","Oils-Energy","Alternative Energy - Other","4.03",".25","",""
"Mechanical Technology","SLNH","14.18","NSDQ","12","Business Services","Technology Services",".4703","-10.92","-2.35","-2.06"
"Soleno Therapeutics","SLNO","3635.65","NSDQ","12","Medical","Medical - Drugs","68.41","-4.38","-.92","2.64"
"Soitec","SLOIF","1506.94","OTC","3","Computer and Technology","Electronics - Semiconductors","42.18","2.66","",""
"Simulations Plus","SLP","286.21","NSDQ","8","Computer and Technology","Computer - Software","14.22",".53",".99",".86"
"SelectQuote","SLQT","390.57","NYSE","6","Finance","Insurance - Multi line","2.26","-.25",".02",".1"
"Solera National Bancorp","SLRK","39.78","OTC","12","Finance","Banks - Midwest","9.25","4.2","",""
"Salarius Pharmaceuticals","SLRX","2.9","NSDQ","12","Medical","Medical - Drugs","5.68","-86.81","",""
"SELLAS Life Sciences Group, Inc.","SLS","202.17","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.92","-.5","-.28","-.38"
"Solesence, Inc.","SLSN","248.8","NSDQ","12","Consumer Staples","Cosmetics","3.53",".07","",""
"Solaris Resources Inc.","SLSR","915.54","AMEX","12","Basic Materials","Mining - Miscellaneous","5.54","-.49","-.35","-.06"
"Sylvamo","SLVM","1853.5","NYSE","12","Basic Materials","Paper and Related Products","45.91","7.23","4.24","5.6"
"Silexion Therapeutics Corp","SLXN","5.66","NSDQ","12","Medical","Medical - Biomedical and Genetics","7.735","-395.2","",""
"SM Energy","SM","3303.78","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","28.74","6.8","5.86","4.97"
"Smartstop Self Storage REIT Inc","SMA","2041.38","NYSE","12","Finance","REIT and Equity Trust - Other","36.81","","1.88","2.2"
"Southern Missouri Bancorp","SMBC","653.7","NSDQ","6","Finance","Financial - Savings and Loan","57.85","5.18","5.46","6.9"
"SmartFinancial","SMBK","628.39","NYSE","12","Finance","Banks - Northeast","36.92","2.07","2.89","3.34"
"Summit Midstream","SMC","392.59","NYSE","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","20.92","-3.34","",""
"Smc","SMCAY","19748.4","OTC","3","Computer and Technology","Electronics - Miscellaneous Products","15.46",".79",".82",".84"
"Super Micro Computer","SMCI","26242.07","NSDQ","6","Computer and Technology","Computer- Storage Devices","43.97","2.06","2.54","3.28"
"Simulated Environment Concepts","SMEV","3.64","OTC","12","Consumer Discretionary","Leisure and Recreation Products",".0059","","",""
"Sumitomo Mitsui Financial Group","SMFG","107030.62","NYSE","3","Finance","Banks - Foreign","16.53","1.21","1.39",""
"Scotts MiracleGro","SMG","3537.06","NYSE","9","Consumer Staples","Agriculture - Operations","61.26","2.29","3.78","4.31"
"Smiths Group","SMGZY","10810.35","OTC","7","Business Services","Technology Services","32.79","1.33","1.68","1.94"
"SEACOR Marine","SMHI","172.38","NYSE","12","Transportation","Transportation - Shipping","6.39","-1.91","-2.08","-2.92"
"SmithMidland","SMID","221.31","NSDQ","12","Construction","Building Products - Concrete and Aggregates","41.72","1.45","",""
"Semler Scientific","SMLR","453.47","NSDQ","12","Medical","Medical - Instruments","30.63","5.13","",""
"Summit Therapeutics","SMMT","18140.32","NSDQ","12","Medical","Medical - Drugs","24.42","-.31","-1.13","-.53"
"Siemens Energy AG Unsponsored ADR","SMNEY","86037.7","OTC","9","Oils-Energy","Alternative Energy - Other","107.64","1.46","1.58","3.32"
"Shimano","SMNNY","9797.21","OTC","12","Consumer Discretionary","Leisure and Recreation Products","11.17",".56","",""
"Standard Motor Products","SMP","855.32","NYSE","12","Auto-Tires-Trucks","Automotive - Replacement Parts","38.9","3.17","3.7","4.23"
"Simply Good Foods","SMPL","2879.51","NSDQ","8","Consumer Staples","Food - Confectionery","28.64","1.83","1.95","2.06"
"Sompo","SMPNY","30605.33","OTC","3","Finance","Insurance - Multi line","16.38","1.46","",""
"NuScale Power","SMR","10392.31","NYSE","12","Computer and Technology","Electronics - Power Generation","36.48",".42","-.46","-.49"
"SmartRent, Inc.","SMRT","272.7","NYSE","12","Business Services","Technology Services","1.45","-.14","-.32","-.08"
"Samsonite Group S.A.","SMSEY","3027.05","OTC","12","Consumer Discretionary","Consumer Products - Discretionary","10.93","1.27","1",".95"
"Smith Micro Software","SMSI","15.23","NSDQ","12","Computer and Technology","Computer - Software",".7255","-1.11","-.52","-.11"
"Sims Metal Management","SMSMY","1769.93","OTC","6","Business Services","Waste Removal Services","9.16",".28",".41",".55"
"Semtech","SMTC","5255.03","NSDQ","1","Computer and Technology","Semiconductor - Analog and Mixed","60.56",".88","1.65","2.06"
"Sanara MedTech","SMTI","300.28","NSDQ","12","Medical","Medical - Products","33.73","-1.14","-.98","-.5"
"SmartKem, Inc.","SMTK","3.37","NSDQ","12","Computer and Technology","Electronics - Semiconductors",".742","-6","",""
"Similarweb","SMWB","882.62","NYSE","12","Computer and Technology","Internet - Content","10.4",".03",".05",".16"
"Solarmax Technology, Inc.","SMXT","65.16","NSDQ","12","Oils-Energy","Solar","1.2","-.79","",""
"SharkNinja, Inc.","SN","16407.27","NYSE","12","Retail-Wholesale","Retail - Miscellaneous","116.25","4.37","5.05","5.85"
"SnapOn","SNA","17064.73","NYSE","12","Consumer Discretionary","Tools - Handheld","327.14","19.51","18.67","20.11"
"Snail, Inc.","SNAL","35.72","NSDQ","12","Consumer Discretionary","Gaming",".96",".05","-.48",".19"
"Snap","SNAP","11997.81","NYSE","12","Computer and Technology","Internet - Software","7.1",".29",".26",".38"
"Sleep Number","SNBR","241.15","NSDQ","12","Consumer Discretionary","Furniture","10.59","-.9","-1.22",".51"
"Synchronoss Technologies","SNCR","70.16","NSDQ","12","Computer and Technology","Internet - Software","6.1","1.63","1.02","1.72"
"Sun Country Airlines","SNCY","695.78","NSDQ","12","Transportation","Transportation - Airline","13.05","1.05","1.21","1.98"
"Smart Sand","SND","85.38","NSDQ","12","Oils-Energy","Oil and Gas - Field Services","1.96",".08","",""
"Sonida Senior Living","SNDA","491.47","NYSE","12","Medical","Medical Services","26.11","-3.26","-3.06","-2.81"
"Sandisk Corporation","SNDK","7417.13","NSDQ","6","Business Services","Technology Services","50.87","2.99","5.92","10.39"
"SNDL INC","SNDL","706.87","NSDQ","12","Medical","Medical - Products","2.69","-.26","-.02",".01"
"Schneider National","SNDR","4318.48","NYSE","12","Transportation","Transportation - Services","24.64",".69",".83","1.37"
"Syndax Pharmaceuticals","SNDX","1405.83","NSDQ","12","Medical","Medical - Biomedical and Genetics","16.32","-3.72","-3.18","-1.76"
"Senestech","SNES","24.02","NSDQ","12","Medical","Medical - Products","4.86","-8.86","-2.83","-1.19"
"StoneX Group","SNEX","5271.23","NSDQ","9","Finance","Financial - Miscellaneous Services","101.05","5.31","6","7.3"
"Security National Financial","SNFCA","228.13","NSDQ","12","Finance","Insurance - Life Insurance","8.78","1.06","",""
"Soligenix","SNGX","13.11","NSDQ","12","Medical","Medical - Biomedical and Genetics","3.06","-4.98","-3.45","-2.02"
"Sino Land Co.","SNLAY","10980.13","OTC","6","Finance","Real Estate - Operations","6",".37","",""
"Smith & Nephew SNATS","SNN","16306.02","NYSE","12","Medical","Medical - Products","37.23","1.69","1.99","2.27"
"Sonoma Pharmaceuticals","SNOA","7.49","NSDQ","3","Medical","Medical - Drugs","4.56","-2.25","-1.32","-.45"
"Snowflake","SNOW","80461.46","NYSE","1","Computer and Technology","Internet - Software","241",".83","1.06","1.51"
"Synopsys","SNPS","94984.88","NSDQ","10","Computer and Technology","Computer - Software","612.17","13.2","15.13","16.71"
"Sunny Optical","SNPTF","10800.25","OTC","12","Medical","Medical - Products","9.865",".34","",""
"Sunrise Communications AG - Unsponsored Class A ADR","SNREY","6068.77","OTC","12","Computer and Technology","Wireless Non-US ","63.39","-5.97","",""
"Sensei Biotherapeutics","SNSE","10.54","NSDQ","12","Medical","Medical - Biomedical and Genetics","8.355","-23.2","-18.79","-14.93"
"Senstar Technologies","SNT","106.95","NSDQ","12","Industrial Products","Security and Safety Services","4.585",".11","",""
"Sentage","SNTG","5.6","NSDQ","12","Finance","Financial - Miscellaneous Services","1.996","-.84","",""
"Senti Biosciences, Inc.","SNTI","40.55","NSDQ","12","Medical","Medical - Biomedical and Genetics","1.55","-12.03","-2.14","-.8"
"Synovus Financial","SNV","7059.58","NYSE","12","Finance","Banks - Southeast","50.86","4.43","5.48","5.58"
"Sanuwave Health","SNWV","363.63","NSDQ","12","Medical","Medical - Products","42.44","-8.45",".26",".86"
"TD SYNNEX CORP","SNX","12334.6","NYSE","11","Computer and Technology","Electronics - Miscellaneous Products","149.57","11.68","12.11","13.53"
"Sanofi","SNY","122628.29","NSDQ","12","Medical","Large Cap Pharmaceuticals","49.94","3.85","4.5","4.88"
"Synergy CHC Corp.","SNYR","20.02","NSDQ","12","Consumer Staples","Consumer Products - Staples","2.12",".28",".41",".45"
"The Southern Company","SO","101468.37","NYSE","12","Utilities","Utility - Electric Power","92.24","4.05","4.28","4.59"
"Volato Group, Inc.","SOAR","10.1","AMEX","12","Transportation","Transportation - Airline","1.8","-13.17","",""
